ID,questionTitle,topics,0
1265,Is my depression sabotaging my job search?,"Self-esteem,Depression","It sounds like you are feeling pretty overwhelmed and stuck between wanting to improve your work situation and worrying that you won't be able to. It is possible that the paralysis, uncertainty, and self-doubt that you describe are contributing to your difficulty in getting and maintaining a satisfying job as employers generally like to see that a potential employee is confident and can think on his or her feet. With a competent therapist, you may be able to get more understanding of the roots of these feelings and learn how to move forward in your search for a better work life in a way that leaves you feeling confident and capable."
1266,How can I be happy as a stay-at-home mom?,"Self-esteem,Depression","There are an infinite number of possibilities here. You included a lot of things that you don't have. Is there anyway that you can have some freedom for a few hours a week, at least? A lot of times stay at home moms have groups when they meet at different public places where their children can play together and they can talk together. I don't know how old your child or children isare, but perhaps going back to work is something that can happen in the future.I wonder if you may consider who you have in your life who can support you. I don't know whether you have a spouse or parents or siblings who could help out with some different things. I wonder if you could consider where you would like to go if you had two or three hours that you could do whatever you wanted? If you can sort out some possible answers to that, maybe you can work together with friends or family to make it happen.Also, again depending on the age of your children, some parents can do things while the children are sleeping, even if you are in the same room. For example, if your children are sleeping for about two hours, maybe 30 minutes of that could be reserved for you and the rest could be for cleaning or other things you need to do."
1267,How can I stop thinking so negatively about myself?,"Self-esteem,Depression","If you are currently feeling as if you want to die, please call 800-273-8255 and talk to someone.One way to work on not always thinking so negatively about yourself is to surround yourself with people who are more positive toward you. Do you have friends or family who are supportive?Can you find one part of you that you do not think is ugly?If your stretch marks are still bothering you, talk with a pharmacist or your primary care physician. Sometimes there are creams or lotions you can use to decrease stretch marks and they should be able to guide you in the right direction.You mentioned mostly physical things here. I wonder if you can find one small thing each day that is going right and build from there. Perhaps your son makes you smile?"
1268,How can I find myself again?,"Self-esteem,Depression","It sounds as if you would benefit from talking with a local mental health professionals so you can discuss some details.Having said that, I wonder if you could consider how you would define yourself to someone who doesn't know you. For example, honest, adaptable, fun-loving, dependable, compassionate, open-minded, dedicated, etc. If you're looking for a list of adjectives, try these:https:www.englishclub.comvocabularyadjectives-personality-positive.htm . There is a list of negative ones here too. If you're going to use those, try to use three positive ones for each of the negative ones. You could also try asking yourself what you love about yourself andor what others love about you. Sometimes it's easier to consider what others see as our positive points and if this is difficult for you, try asking someone who you trust to help you with the list.The idea here is to look at your relationship with yourself. I don't mean this in a way that you would be talking to yourself and receiving answers, but rather looking at yourself in a way that you deserve the same kind of loving and compassion that you give to others or want others to have.I'm also curious as to whether you are eating and sleeping okay, as these things can really affect your focus and many other changes, such as differences in your emotions. Also, you saying that you are struggling to put things into perspective leads me to believe that you are going through some things right now that are not typical for you, if so, consider from whom you have support and the ability to talk about what you are going through.Consider Metta meditation here to help give yourself loving kindness:http:www.mettainstitute.orgmettameditation.html"
1272,"I'm a mess physically, mentally, emotionally, and spiritually.","Self-esteem,Depression,Anxiety","My heart goes out to you. Sometimes when I'm working with a client who experiences depression or anxiety, I ask them for a glimpse into their worst moments in their minds. ""What are the worst thoughts that run through your head?"". Often they struggle, perhaps out of shame; maybe they don't want me to know their worst thoughts. But I can help them better if I do know, because then we have a place to work from. You are feeling hopeless and worthless, and your thoughts support these intense emotions.I don't know you, but I strongly believe that you have someone in your life who, if they heard your thoughts, would say ""That's not true. I know where her value is."" I believe that there are people who would see your value clearly, even if in small things. Can you imagine those voices?You mentioned God, so let's invite God into the conversation. What might God say to you? What evidence might God...who sees all..have of your worth? What hint might God give you about your purpose?You suffer from severe anxiety, and the agoraphobia works together with fear; they're a tag team. Fear tells you perhaps that people will reject you (or something equally bad), and then agoraphobia steps in and traps you and uses as evidence the fact that no one seems to be reaching out to you to convince you that you have no worth. Do you see their plan? Make her scared... keep her here alone...convince her it's hopeless. They both try to convince you that they are your only friends, except they're lying to you. They only want power over you.You forget your worth. You forget that we all have worth. No one is a waste. I believe all God's creatures have worth, and that we're here to use our gifts to improve the world, and to remind each other of our value. There are people out there needing your support as much as you need theirs. Can you find them? My guess is you've been alone and isolated for a very long time and it's impossible for you to see your worth in this situation. We need mirrors to see our worth and other people are our mirrors. We see our value in their eyes.Do you remember the first time you questioned your worth? What was happening that you blamed yourself for? Can you speak to that child and tell her (or him) that whatever's happening isn't her fault? It's that child who cannot see her own worth, probably because someone treated her as though she had none. That's only a story though; not the truth. Can you find another thread of a story? Who might tell a story of your worth?Oak Harbor, I believe that there is help closer than you think. Fear wants you to believe it's hopeless. You reached out here...can you reach out again? Start with just one person, and that will lead you to somewhere. We don't know where that somewhere is but could it be better than sitting alone? You've stopped living. You can choose any moment to start.I wish you peace and hope. :)"
1274,"I feel like I'm this dumb fat girl that no one likes, and everything is my fault. Are these normal teenage girl feelings?","Self-esteem,Eating Disorders","There are some struggles that are less ""obvious"" than others, an eating disorder being one of them. From just your personal experience alone you might realize how easy it may seem to keep such a secret from those around you. In the same way, there are many people who struggle secretly with this problem and not many people know or even notice. So you are definitely not alone. Low self-esteem or lack of confidence in some areas are issues that EVERY teen, in fact EVERY person, has experienced at some point. These feelings are ""normal."" It sounds, though, as if these feelings of insecurity and inadequacy have begun to consume your every day thoughts and behaviors bringing you to where you are today - comparing yourself to others, purging, and feeling extreme guilt. Sometimes it's best if we seek outside help, instead of trying to tackle problems on our own. Breaking habits that come along with an eating disorder really requires the help of a doctor, nutritionist, and a therapist who can help change your perspective from the inside out! Hope this helps!"
1275,i feel like i was born in the wrong body.,"Self-esteem,LGBTQ","Hi. Do you have any opportunity to work with a therapist? It sounds like it might be really great to explore these feelings. If you aren't able to, there are many awesome gender work books available that you could use to explore your thoughts and feelings. Also - google ""ask a gender therapist"" - so many amazing video blogs to answer many questions! Good luck!"
1276,How do I get my sex drive back after my rape?,"Self-esteem,Marriage,Trauma,Intimacy","I'm sorry for your being taken advantage of and for all the negative feelings created by being exploited.If you have not already explained to your wife about what caused your great distress, then please consider doing this. A conversation that happens in a safe relationship, will give her a chance of being supportive to you. And, the discussion may relieve some of the bad feelings toward yourself which you currently feel.In its most positive light, you and your wife can build a new sex life based on the loving foundation you develop from talking with one another in this deeper way.It will certainly distinguish your love based sex life with your wife, from sex as a violation of your body by other people.There are also behavior therapists who would set a program of building tolerance for sex as part of your usual life.These programs usually work for a short while only, unless the person also clears out the deeper levels of fear and hurt from being victimized.Good luck in progressing to feeling that your sex drive is back!"
1279,All I can do is cry and hate myself,"Self-esteem,Relationship Dissolution ","Crying due to a dissolution of a marriage, is normal. Hating yourself may be a sign of extreme sadness, feelings of loss and uncertainty.Do you know why you hate yourself?Discovering your reason is the first step in knowing the obstacles and then the additional steps possible, to move from ""hate"" to ""self-love"".Divorce signals a loss of familiar life structure and daily routines.  As with any meaningful loss, crying is part of mourning what is soon to be gone.If you have confidence in your attorney's handling of the legal areas related to the divorce, and the ""impossible"" you reference is on facing and coming to terms with statements and behaviors from your wife that you never noticed before, then your best choice is to find a therapist whom you feel at ease in talking with, to sort through the emotional upheaval within yourself and your everyday life and world.Divorce is a wonderful time for learning about ones own emotional needs and expectations in relationships since these are the areas currently coming apart.The good news behind losing something that seems valuable, is that new space becomes open to attract what is more suitable for who you are."
1280,I'm a 19 year old male with low self esteem. I've always been very closed off about my feelings and problems.,"Self-esteem,Relationships","Hey!  It takes a lot of courage to share your feelings with someone!  And it sounds like you have been lucky to meet someone who makes you feel safe enough to explore some of your more painful feelings.  A big part of the process, however, of strengthening your self-concept is learning how to tell yourself those positive messages that you heard from your friend!  Leaving for college may also be contributing to your feelings of unsteadiness.  Try this - Make a list of all of the positive things that you know are true about yourself.  Ask your friends and family to contribute to the list.  Then carry it with you in your wallet - and when you need a self-esteem boost, take a look at it!  You are in a season of life that presents lots of challenges and opportunities.  Reach out to your long-distance friend when you need support - and take a walk over to the campus counseling center and check out what they might have to offer.  Be Wise!"
1281,How can I be more confident around girls?,"Self-esteem,Relationships","I recommend that you focus on the negative thoughts or irrational beliefs that are going through your mind at the time in which you are trying to approach a girl. When you are aware of the negative thoughts or irrational beliefs, you can then work on changing them. An easy way to recognize an irrational belief is a thought that contains the words &#34;must or never.&#34; Once you recognize the thought or belief, I would like you to picture a big red stop sign. This is called thought stopping. This is a technique to use to stop unwanted or unhealthy thoughts. Then, I would like you to think of a more positive thought to replace it with such as: Negative thought: &#34;That girl will never go out with me&#34; STOP Positive thought: &#34;I won't know if she will go out with me unless I ask&#34;. What this does is increase your self confidence by replacing your negative thoughts with positive ones that will ultimately boost your self esteem."
1282,My ex left without fully explaining but I feel broken and empty,"Self-esteem,Relationships","Sounds like you need closure. I'm sure your doing your best to overcome this feeling but seem to be struggling with your own happiness. Trust God no one else. Give this some time and don't close yourself off to the world or the people who love you. Be open hearted and minded. And know that no matter what reason your ex walked out of your life, she missed out on how great of a person you truly are and may have had personal issues of her own."
1284,Should I break up with my live-in girlfriend?,"Self-esteem,Relationships",";I applaud your awareness and insight into the relationship. Most of us come into relationships carrying old baggage and although you can't change her, what you can do, is change yourself. We can usually begin to understand ourselves better in the context of our own upbringings. That is where we learn what a relationship looks like and it is often not the best teacher. I wonder about your jealously, insecurity, feeling trapped and a lack of trust. Has that ever showed up anywhere before? It has more to do with you and less to do with her.  Your relationship with her is tapping into unresolved issues within yourself. That is really where you want to focus. Once you understand it and resolve it, you will no longer need to ask anyone else what to do, because you will know. You are young and just getting started in the relationship world and the healthier you are, the better you will know what healthy looks like.  Know yourself, understand yourself and love yourself. The rest will take care of itself. Finding a Therapist can be a big help in this process. You are asking the question, so I suspect you are ready to look at the man in the mirror. I believe in you and am wishing you all the best.Sandra Cooper, RN, LPCMH"
1287,How can I be sure that I'm not choosing my relationship out of fear of being alone?,"Self-esteem,Relationships","While not wanting to be alone may not be the best reason to be in a relationship, it is probably more common and normal a reason than you think. Since you seem to care about your friend (""don't want to hurt him""), I imagine there are many other reasons that you are together. I suggest that you talk about this open-heartedly with each other. The idea of being afraid of being alone sounds like an honest starting place. Don't try to ""figure out"" whether you should be with him. Just talk. The communication is likely to shine light on deepening connection for BOTH OF YOU.In the meantime, your idea that you don't deserve him is rooted in a ""core lie"" that you are telling yourself. You can read about ""core lies"" and much more in my book, Living Yes, a Handbook for Being Human. Check out www.LivingYes.org.Be easy on yourself. You are deserving!~Mark"
1288,Why do I keep letting myself get cheated on?,"Self-esteem,Relationships",I would think that you hold little self worth and feel that you are not worthy of better. I would suggest that you get to know yourself.  What do you NEED in a relationship? What is holding you to this relationship other than your child? What have gone on in the relationship that makes you think or feel you deserve such disrespect? Just a few questions to ask yourself..
1289,How do I handle being wanted in a relationship when I'm used to feeling unwanted?,"Self-esteem,Relationships","This can be really anxiety-producing when you have not felt it before. It may be helpful to work through some of this with a local therapist so you can get more specific ideas.Some other things that come to my mind are maybe talking about spending about 10 minutes or so discussing how you are feeling and seeing if your partner is willing to listen. Then you could ask questions about how she would react if you were doing something she did not like. This allows you to react to information she is actually giving you rather than your perceptions that sound like they are different than what she is trying to tell you. This gives you the power to receive the messages that she is sending to you.I would also wonder where you have learned that there wasn't much good out there for you and how you can stay present in the moment when you are with your girlfriend and see that she wants to be there with you. Perhaps you could look at what makes you feel emotionally safe and trusting with her and focus on that. You could even remind yourself ""okay, I'm here with [name of girlfriend] and this is okay when I'm with her.""We all have different levels of defenses in situations in which different people. It's common for people to see these things as black and white (either totally open or very self-protective. In reality, it's much more like a rainbow and the different shades of color that are available in the rainbow spectrum of white light (it's not really Just red, orange, yellow, green, blue, indigo, violet that we all know, but an infinite spectrum of shades of colors that fade from one into the next). You can change your level of defensiveness with your girlfriend depending upon the location you are in, the mood you are both in, the subject, etc. There are infinite numbers of choices and you can experiment.Another thing that could help is to communicate about communication. If one of you uses a phrase that triggers something from earlier in your life or is really uncomfortable, you could discuss that. If she says certain things that make you feel really comfortable, you could discuss that as well.Hopefully you can learn more about yourselves and each other at the same time."
1292,Why do I feel like everyone hates me?,"Self-esteem,Sleep Improvement","The problem you describe sounds very wearing on your spirit.Are there particular reasons for why you feel everyone hates you?Have you been in a clash of ideas or opinions and feel yourself in the minority viewpoint?Or does your sense of being shut out start within your own mind, as though you anticipate that others will not like what you say?If actual conversations are leading you to feel left out, then evaluate whether to bring up certain points to the other person.Or, you may also decide that the relationships in which you feel shut out, are no longer worthwhile ones for you.If the problem is hesitating to interact because you imagine others will reject you, then maybe you can coach yourself into trying a small step toward introducing yourself and your thoughts to others."
1293,Why am I so nervous talking to people?,"Self-esteem,Social Relationships","Hi. I'm glad you wrote, because I think a lot of people have this same issue (to different degrees) and we don't talk about it much. You have some social anxiety that is a bit beyond what the average person might feel. Most people have some amount of worry about what others might think of them, and this probably prevents us from making complete fools of ourselves so that's a good thing. But your ""alarm system"" is out of whack and you are spending too much time worrying about how you come across. As you age you understand this more, and it's true...that other people really aren't thinking about you much or monitoring you at all; they're too busy having the same thoughts you're having! Am I good enough? Do people like me, judge me...think I'm weird? We're all concerned about how we come across far more than how others come across. Like many people, you lack compassion for yourself, acceptance of yourself and confidence in yourself.My gut says that these things came from somewhere in your past. Our sensitivities usually come from (as well as genetics) a specific time in our life when we experienced or felt something that was overwhelming and we end up with an alarm system that overreacts at times. Without more details, it's difficult to go further here. I recommend you see a therapist who does cognitive behavioural therapy, which can help you understand the roots of your fears and learn how to manage them more successfully."
1294,I am very self conscious about my body.,"Self-esteem,Social Relationships","I get how you feel; you wish your body looked different and you're embarrassed that you tried to make it look different and people may notice.You don't say how old you are. It's likely that, if you are young, your body will change as you mature, but in general, we're given the bodies we're given and I'm glad to see that there may be a desire in you to accept your body the way it is. You seem to want to stop disguising it. Bodies come in all shapes and sizes and every woman knows how it feels to struggle with accepting what her's looks like. Many men go through this as well, although women are more often targeted with cultural messages about how we're supposed to look.Young people often believe that others are noticing and judging them. In fact, other people are far more preoccupied with who might be judging them than whatever's going on with you.I suggest you wear whatever bra you want to wear, and if someone is rude enough to comment on it, you can ignore them and talk about the weather or the latest pop song that you love and they'll get the hint. But my bet is they won't even notice. :)"
1299,"I can't focus when I'm doing work, even when I try to force myself to do it.","Self-esteem,Stress,Anger Management","Yeah I get the same problem... Look I'm not a professional but I've heard a few things. a powernap can help. just a half hour of sleep can clear your mind and let you refocus. Also, brain activity increases with physical exertion. Just walk around for a minute and get your brain working and that'll help you reach the task at hand. Taking breaks it totally okay. Try to have something to do in between that you enjoy."
1300,Why do I have low self-esteem and lack confidence?,"Self-esteem,Substance Abuse",Check out my latest blog on: Four-ways-add-self-esteem-friends-listI hope this offers you some nuggets of helpfulness! 
1301,I’ve suffered from insomnia and nightmares for about 3 years,Sleep Improvement,"First of all, exercise is always beneficial for your physical and emotional health. That's great that you have added this in your routine. Have you also considered altering your diet? Certain foods are linked with poor sleep. For example, alcohol, caffeine, nicotine and high fat content foods do not bode well with quality sleep, especially right before bed time.  On the other hand, warm milk and foods high in carbohydrates have actually shown to positively impact sleep.Additionally, at bed time it's important to keep your room dim, cool and without distractions (i.e. TV, IPad, Phone). Stick to a sleep routine and avoid any activities close to bed time that demand a lot of attention and energy.As far as your nightmares, there could be many causes contributing to them. Certain foods (many of the ones mentioned) or medications could be the culprit. Doing a bit of research into the ones you are consuming may help you eliminate the offender. You may also benefit from talk therapy with a qualified therapist to discuss any underlying issues you are experiencing. Oftentimes, depression and anxiety can manifest themselves during sleep, causing nightmares. Finally, Yoga has shown to be very beneficial for quality sleep. There are many instructional videos available that can introduce you to the practice if you'd rather not join a class right away. Best of luck to you and I sincerely hope you are able to catch up on some well deserved Z's!"
1307,How do I get rid of my nightmares?,Sleep Improvement,"Are you facing any type of overwhelming situation in your waking life?Dreams and nightmares are the non-logical ways in which we make emotional sense of what goes on in our everyday waking world.Besides having some type of relaxing bedtime routine to set a peaceful mood for your sleep, and avoiding viewing violent films and video games as entertainment, maybe even avoiding news stories which sometimes have similar themes of violence, the content of our dreams and nightmares is out of our direct control.Your nightmares may offer useful clues as to what you're trying to resolve in your life. Pay attention to the story of your nightmare because it reflects how you feel in waking life.If you feel helpless and silenced in your nightmare, or taken advantage of, or whatever dreadful situation goes on during your nightmare, then look for where in waking life, you may feel similar.In this way, you'll become clearer about stressors in your life that you may not have realized existed were it not for the stress of nightmares."
1308,I've been having the same dream since I was a child.,"Sleep Improvement,Anxiety","There is no scientifically established formula for understanding dreams, that I know about, however, many people get a great deal of value from exploring what their dreams mean. It is believed by many that our dreams contain metaphors that represent meaningful patterns in our lives and relationships and if we pay attention to them we can learn important things about ourselves. One thing you might try, to see if you can get more insight into the dream and possibly begin remembering things, is to take note of whatever you do remember, any details about your experience, such as when do you wake up from the dream, how do you feel, both emotionally and physically, what are you thinking about when you wake up, is there any pattern in terms of what happens to you in your waking life around the time you have this dream... If you can keep a journal or a recording device to speak into by your bed, you can try to record whatever you do remember and notice as soon as you wake up. People seem to have more difficulty remembering dreams, the more time they let go by before attempting to record the dream, or if you go back to sleep before recording what you remember."
1309,How do I stop my nightmares?,"Sleep Improvement,Anxiety","Hello, and thank you for your question. Sleep problems, including insomnia and even the nightmares that you are writing about, are really common for people and so many people suffer from them. Here are a few things to consider or to try: 1. Have you changedor started taking any new medication lately? Medications can certainly affect your sleep and some can even cause vivid or frightening dreams. If you are taking a new medication, talk to your provider about the nightmares, this may be the cause. 2. Stress can certainly increase our difficulty with sleep and can also begin to affect our dream states. The dreams may not make much sense, but then again even good dreams don't always make much sense. Ask yourself, do I have any new or renewed stressors in my life? Work, school, relationships, health.... all of these areasand many more are places where stress can hide out. If this is the case, talk with your provider or consider seeing a counselor who may be able to help. 3. Something to consider is that once we start to have anxiety or stress about something, we can begin to obsess about it. My guess is that going to bed for sleep is no longer a pleasant thing for you. Your stress and fear of what may happen when you sleep could start way before you actually go to bed. This could increase your chances of having another bad dream. Try relaxation techniques before going to bed. If you have YouTube, you can pull up ""Guided Meditation for Sleep"" exercises to help you relax. There are many different ones to choose from. You may also want to try deep breathing.4. There are self-help ideas for managing bad nightmares. If you Google search ""Nightmare Rescripting"" or ""Nightmare Exposure"" you may find some ideas and instructions on how to manage dreams. I hope these ideas help. Be well... Robin J. Landwehr, DBH, LPC, NCC"
1310,Why do I always feel anxious?,"Sleep Improvement,Anxiety","Being able to know you feel anxiety and write about it, is the first step to addressing and handling it!Generally, anxiety is deep fear of not being able to handle what comes up in life.Somehow the person was insufficiently nurtured and so felt insecure when very young.Usually the person had to fend on at least a psychological and emotional level for themselves before reaching an age when doing so would have been reasonable.Their inner feeling of overwhelmed from when very young, hasn't faced the reality that the grown person is now capable, even if this takes some practice.Try asking yourself what you are afraid of and theorize how you would handle these situations as a grown person.Also, sometimes anxiety comes from feeling lonely. This loneliness is reminiscent of the loneliness that the grown person now, felt when being left to take care of situations as a child which were too difficult and complex for any child to address."
1311,My friends accusing me of having problems,Social Relationships,"It sounds like your confused as to why your friends would be calling you a hypocrite when they act in the same manner, correct? Communication is key to any relationship. I would recommend speaking with your friends face-to-face to address why they feel your behavior is concerning. In-person contact is the best method of sorting out differences considering texts, emails or any written response can be misconstrued. Be upfront with them and let them know that being accused of hypocrisy is hurtful and you feel it is unfounded. If after speaking with them you feel that they have valid reasons for the way they are feeling, maybe you can consider modifying your behavior accordingly. Especially if this friendship is valuable to you. However, make sure they are aware that there is a respectful way to address these issues and name calling is not one of them. On the other hand, if you feel that their reasons are indeed unfounded, it may be best to distance yourself from the relationship. Not all friendships are healthy ones. And it is important that you surround yourself with people who are an asset to your self esteem as opposed to those that hinder it.I hope you are able to get this matter sorted. Best of luck!"
1312,I feel like my friends are ganging up on me,Social Relationships,"Conflict is a tricky beast and shows up in every one of our relationships. What I'm reading is that you find yourself in a loop of  seeking validation of your thoughts and feelings from your friends rather than validating yourself. Am I right? If you aren't validating yourself, no one else will be able to either.  Try finding a small nugget of truth in the feedback your friends give you, this will help to lower your defenses and help your friends hear what you are really sharing.  And then if you are still feeling vulnerable, share that too... "
1313,I have an old roommate who might be a psychopath.,Social Relationships,"You may intuitively be sensing what many professionals in the social sciences and psychology have already understood.Just Google ""psychopaths and leadership"" and many articles come up about boardroom politics and that psychopaths are very successful in these roles.Theoretically, is it terrible that corporate leadership qualities match those of psychopaths? Well, yes. And, I consider your question as a mark of your sensitive awareness toward other people. Being able to recognize social dynamics, is a strength that you have.Psychopaths know how to be charming and to twist words so that others believe that their own interest is the same as the psychopath's.I agree with you about not being able to change people's minds who are attached to this person's interactions.The only way you can introduce a change in the relationship system of a psychopath is that if you are aware of illegal or law breaking activity, and you have evidence of this, that you contact relevant authorities.No one is allowed to break laws, including psychopaths."
1314,How do I learn to let go of past problems and live one day at a time?,Social Relationships,"I like your goal; research is telling us more and more that one of the most important keys to happiness is having healthy relationships. If we feel successful in that area, it can give us the confidence and hope to tackle anything life throws at us.There are personal barriers we all have to having healthy relationships; it's our ""stuff"", our ""baggage"" (not a steam trunk, right...you have a cute little Gucci bag!).You hint that people may have hurt you in the past. Maybe fear says ""stay away...hold onto resentment or you will be hurt again!"". Resentment, or simply focusing on the past is certainly a barrier to improving any relationship. Learning to forgive ourselves and others is so important. And remember...forgiveness isn't about saying something was okay; it only means ""It happened, I can't change that, and I don't want to carry it (anger, hurt, resentment) around anymore, so I let it go.""Or...sometimes fear tells us that people won't accept us; this keeps us isolated for sure! But really, all fear wants is power over us.Fear is a trickster! It tells us that if we let go of the past, we will be rejected or hurt. It says ""I'm trying to protect you!"", but what it REALLYwants is to paralyze and isolate us all so it can feel powerful. Once you pull thesheeps clothing off of fear, you can see that it doesn't help you at all!Once you see where your personal barriers are, and you start to refute those thoughts in your mind, you can begin to build new ideas about yourself and other people that are based on compassion instead of fear...Everyone deserves forgiveness and compassion.No one deserves to be judged by their worst moments.If I look in the rearview mirror, I can't move forward.We are all beautifully imperfect.I can't change the past, but I have the power to make the future good.I wish you the best on your journey!"
1318,How can I become more understanding?,Social Relationships,"Man, I love this goal. We could all use a bit more of this. Sometimes I picture it like a salt shaker. I'll write an email, then I'll read it again from the receiver's perspective and sprinkle a bit more understanding on it, and I always like it better. Understanding...compassion...empathy...the world could use a lot more of these things and I love that you want to do your part.What makes you want to be more understanding? Maybe you want to get closer to someone and resentment is in the way? Maybe you tend to get defensive and have trouble listening to and understanding someone? Whatever the reason, let's get you started by having you write down those things in a list. What things will be better in your life if you have more understanding? Get really grounded in why you're doing this.Then let's look at the barriers. What do you risk if you're more understanding? Do you risk feeling vulnerable? Hurt? Attacked? Powerless? Feeling like you're losing? In therapy, you would get help looking at these questions. What are you avoiding feeling? Once you have this answer, then you can easily move to the next step.The next step is working to tolerate that feeling you're avoiding. Tolerating it, and ""leaning into it"", knowing that it's only a feeling and not a reality...these thoughts can help you relax enough to take that wall down and allow space for other people's truths, not just yours. Once you know where you want to be with your thoughts, it takes practise, repetition, to teach yourself new truths about how safe it is to allow yourself to be more understanding and let the wall come down.It's my guess that, at some point in your life, there was a reason for that wall of yours to be built. Sometimes we build walls as young people and then no one tells us how to take the wall down once we don't need it anymore. We think we still need it.I invite you to consider therapy as you explore these ideas. I wish you the best."
1321,My friends don't put effort into our relationship,Social Relationships,"One thing I would ask is ""why are you still hanging with those {friends}?"" A relationship needs to be nurtured by both parties, it is a dynamic fluctuation between two people. I would ask you to question why you continue to remain together as friends, I always believed that a relationship should emit positivity towards all parties involved, if your in a relationship that is one-sided, it is inevitable that it will start to de-compensate. Never travel with the circus, never travel with fools, everything in life should have some positive payout, will things at times be negative, of course they will, but in order to keep something or someone in your life there should be more positivity than negativity.Hope this helps, C"
1322,How do I trust others?,Social Relationships,"It sounds like you would like to let other people get close to you and at the same time you are finding yourself compelled to keep people at a distance. Often times, when we have difficulty trusting others, it is because we have specific fears about what would happen if we get close or let our guard down. Such fears may be rooted in past experiences in relationships in which we were hurt and or disappointed. In working with a therapist, you can gain insight into what is underneath your compulsion to put walls around yourself and develop ways to form authentic, lasting, satisfying relationships with others."
1324,Why do some people try to make a joke for everything and laugh at everything?,Social Relationships,"I agree, it is awkward when people make jokes about subjects which may not be funny at all. And, if a person only jokes, then after laughing and realizing the person has nothing of themselves to offer, this can also be quite tedious.Realize that you are more aware of human interaction having many levels of expression. You could start avoiding people who irritate you by the way they behave."
1325,How do I repair my friendship?,Social Relationships,"This takes time. I don't know how long it has been, but perhaps if your friend is willing to discuss other things with you for a little while, you could discuss this at some point in the future.Hopefully the true intentions will become apparent (in the idea that it was a prank).Also, I encourage you to look at how this is affecting you and how you feel about yourself as well. If it was meant to be a joke and it did not work, that is not entirely your fault.I wonder how you could forgive yourself for what happened?Are you able to seek what you meant to do compared to what actually happened?Do you notice that not everything that has happened here is in your control?Do you recognize that even though you would like things to be better, if your friend is not ready or willing, you are trying to do your part to make it right?Maybe everyone who iswas involved in this can talk together all at the same time to set straight what is truth and what was misunderstood.I wonder if you can think of your own positive attributes (for example: honesty, compassion, trustworthiness, friendship, good listener, caring) and look at what truly exists within you rather than just one your friend is able to see right now.This can be really difficult for multiple reasons, not the least of which is that it involves more than just you, so it's important to focus on the idea that you can ask these other people who were involved to discuss it, but that is ultimately up to them.Best wishes for looking at the positive parts of yourself and your friendships."
1326,How do I stop a bully who adults wouldn't recognize as bullying without speaking to the bully?,Social Relationships,"Sorry to hear of your problem situation. Feeling intimidated by another person is very unsettling.Stop having contact with the person.Bullies only interact with others either by intimidating someone or by themselves feeling intimidated by someone.Bullies do not have the same dynamics as everyone else.No one can convince or persuade or talk a bully out of their behavior.The best protection for yourself, assuming you are not being physically threatened by the person, is to close contact with them.This does not take away any of the disappointment or sadness of wishing for a better relationship with the person.Until the bully wants to interact differently with others, only harm can result from contact with them.Step one is to stop the bleeding, then to assess and learn to live with not having the person in your life."
1327,Why do I always get ignored by people?,Social Relationships,"I'm sorry that you are having a difficult time.I wonder about how your friendships are in person. If you get along well with people and have effective conversations with them face-to-face, there could be some kind of technology-related problem.Have you tried gently talking to people about how you send a message and they didn't answer? If you can phrase it in such a way that they recognize that you are asking for information and not blaming them for not answering you, that could be effective.I'd also encourage you to consider how much this is bothering you. If it is causing a significant amount of anxiety (say, more than 510 if 10 is really anxious), I would suggest talking with a local therapist.In the meantime, consider talking about this with someone you trust to whom you can get more details to get a more specific answer."
1330,What can I do about my roommate's drinking problem?,"Social Relationships,Addiction,Substance Abuse,Self-esteem","It does sound like your roommate may have a drinking problem, and the short answer is that you can't do anything about it, only she can. We can't change what other people say, think, or do. We can only change our reactions. It does sound like your roommate may be having a hard time. You can suggest that she enter counseling or therapy. You can reassure her that you like her (if that's true), but you don't have to pity her."
1331,I get depressed whenever anyone I care about is too busy to be with me. What do I do?,"Social Relationships,Anxiety,Depression","Frequently when working with clients, I utilize the A-B-C model developed by Albert Ellis, the founder of Rational Emotive Behavior Theory. The theory basically states that you can not control an event but you can control your reaction to the emotions associated with said event. For instance here is an example:A (Action or Event): You need to talk to someone and that person is not calling you back.B (Behavior or Response): You begin to tell yourself that this person is too busy for me or I am not important to this person.C (Consequence): You feel depressed.If you look at the model, B has a direct effect on C. The thought is if you change your reaction to A, then C will have a better consequence, such as:A: stays the same.B (this is what you change): This person must be busy, they will call me back when they get a chance or I can call someone else to lean on for support until this person is available.C: Decreased feelings of depression &amp; overall functioning improves.This is just an example but if you actively work to replace the negative thought patterns that effect your behavior, studies show that your overall outlook and mood will improve. If this model resonates with you, I recommend &#34;Feeling better, getting better, staying better&#34; by Alber Ellis. In addition, looking for support groups in your area are a great source of support when you are feeling abandoned or alone."
